ID	Category	Pattern	Type	Theme	Content	Color					
2090	Addressing the Subconscious	Your subconscious knows...	Dynamic	Freedom	**Your subconscious knows** how it feels to be a bird, or the wind, or a cloud, and it lets you experience it	#80DEEA					
2091	Addressing the Subconscious	Your subconscious knows...	Dynamic	Mischief	**Your subconscious knows** when it's time to laugh, and it releases this laughter from within you lightly	#80DEEA					
2092	Addressing the Subconscious	Your subconscious knows...	Dynamic	Mischief	**Your subconscious knows** that being mischievous is healthy and fun, and it gives you full permission to be amused	#80DEEA					
2093	Addressing the Subconscious	Your subconscious knows...	Dynamic	Sexy	**Your subconscious knows** the body language of passion, and it guides your movements perfectly	#80DEEA					
2094	Addressing the Subconscious	Your subconscious knows...	Dynamic	Sexy	**Your subconscious knows** that you are a sexy and wondrous creation, and it makes you feel it in every cell	#80DEEA					
2095	Addressing the Subconscious	Your subconscious knows...	Dynamic	Wildness	**Your subconscious knows** the ancient dance of the wild, and it invites you to dance it now	#80DEEA					
2096	Addressing the Subconscious	Your subconscious knows...	Dynamic	Wildness	**Your subconscious knows** that sometimes you just need to release control to reach amazing places	#80DEEA					
2097	Addressing the Subconscious	Your subconscious knows...	Dynamic	Joy	**Your subconscious knows** where happiness hides, and it leads you straight to it	#80DEEA					
2098	Addressing the Subconscious	Your subconscious knows...	Dynamic	Joy	**Your subconscious knows** how to produce joy out of nothing, and it fills your heart with smiles	#80DEEA					
2099	Addressing the Subconscious	Your subconscious knows...	Dynamic	Safety & Trust	**Your subconscious knows** that you are in a safe space, and it signals all the defense systems to rest	#80DEEA					
2100	Addressing the Subconscious	Your subconscious knows...	Dynamic	Safety & Trust	**Your subconscious knows** that you can trust me, and it allows you to surrender to the process with a peaceful heart	#80DEEA					
2101	Triggers	Sleep	Static	General	Now, this is very important, I am going to give you an agreed-upon trigger word, this is the trigger word that always works, no matter if you are awake or asleep. It doesn't matter what you are doing, what you are thinking, or what is happening around you. Every time I, and only I, snap and say the word **sleep**, you feel your entire body immediately entering this pleasant state of relaxation and you go deeper, 20 times deeper than you have ever been in your life. 20 times more relaxed, 20 times more released. And it feels so very pleasant to simply let go. Every single organ in your body drops the second I, and only I, snap and say the word **sleep**. Your body simply drops, every organ in your body immediately becomes completely slack, released, and comfortable. The eyes close and all thoughts vanish immediately.	#FF8A65					
2102	Triggers	Massage	Static	General	Every time I, and only I, snap and say the word **massage**, you feel like you are receiving the best and most pampering massage you have ever received in your life. And every time I, and only I, snap and say the word, **massage**. It feels ten times better to you. Pay close attention - **massage**. Every single organ, every single muscle, every tense spot you have receives an amazing massage, right now. And feel how good it feels. This is the most pleasant sensation you've experienced in your life. Every single muscle in your body receives a pampering massage... the shoulders, the nape, the neck, the legs, the chest... notice the feeling of pleasure spreading through your entire body right now... and it only gets better and more intense from moment to moment... **massage**...	#FF8A65					
2103	Triggers	Infinite Kisses	Static	General	Every time I, and only I, snap and say '**infinite kisses**' you feel infinite sensual kisses on every single part of your body. On every single centimeter. On every single organ. You feel yourself being kissed and licked with lust everywhere. On your legs, on your thighs, behind your knees. So much pleasure... kissing and licking your ears, inside the ears, licking and sucking your nipples, your hands, your armpits, the neck. Every sensitive place you have on your body. Feeling the lips on you, the breaths on your sensitive spots. And every time I, and only I, snap and say **infinite kisses** it becomes 10 times better. 10 times more pleasurable and sensual. Your skin feels 10 times more delicate, sensitive, and aroused. Here it comes, I hope you're ready for it, **infinite kisses**.	#FF8A65					
2104	Triggers	Are you horny?	Static	General	I want you to think about the time you were the horniest, ever in your life. Remember how it felt. The time you felt the hottest and horniest. The time when you needed sex the most. Desperate for sex. This is very important now, pay attention, I am going to give you another trigger word, feel my voice deep inside you. Every time I, and only I, ask '**are you horny?**' you become 100 times hornier. Hornier than you have ever been in your life. When I ask you, **are you horny?** you don't even need to answer, you immediately feel how every single cell in your body, in your being, craves sex, thirsts for sex... needing sex more than you need air, more than you need water. And every time I ask you this question your sex drive becomes 100 times more powerful. Ready? Feel what is happening to your body right now, **are you horny?**	#FF8A65					
2105	Triggers	Fucking	Static	General	Every time I, and only I, snap and say the word '**fucking**' you feel yourself getting fucked so hard, every penetration entering you deeper, increasing and matching the pace just to you, knowing exactly what your rhythm is. Feel how with every penetration you open up more and more to infinity. Touching your G-spot, opening up in ecstasy. You feel him fucking you so good. Touching your clitoris, entering and exiting perfectly, every entry stimulating all your pleasant spots more and more. Sending currents of light and electricity through your whole body, gentle shivers and currents of light, and every time I snap and say the word '**fucking**' it feels 10 times stronger, 10 times more powerful, more pleasurable, more mind-blowing. No matter if you are awake or asleep. Stronger now - '**fucking**'.	#FF8A65					
2106	Triggers	Cum for me	Static	General	I am going to teach you to cum like you have never cum before. Every time I, and only I, tell you '**cum for me now**', you immediately explode in the most powerful orgasm you have ever experienced. When you hear me say '**cum for me now**' your body is washed with an orgasmic and ecstatic vibration, without hesitation, without thought, without control - everything explodes inside you from within. I want you to think how intense it's going to feel... I am going to count down from five. Feel it building up, growing. Five - feeling your body pulsing and vibrating. Four - you have no control over it. Think of the strongest orgasm you've ever had. Three - oh my god, you can't wait anymore to let it erupt out of you. Two - feeling shivers and currents of light all over the body. 1... and - '**cum for me now**'... with all your might...	#FF8A65					
2107	Triggers	Lucy	Static	General	Every time I snap and say **Lucy**... you just took a dose of the strongest and most amazing hallucinogenic drug... it's a completely safe drug... it's a powerful new hallucinogenic drug... the drug takes effect for exactly one minute... and then you immediately return to a clean consciousness... it is the most magical and amazing hallucinogenic drug... it makes you see colors differently... alters colors and textures... everything looks completely different and dreamy... everything becomes totally magical... the sensation in the body is arousing and ecstatic... and everything is just magical and dreamy... everything is simply amazing, magical, and beautiful... seeing and feeling pleasant currents in the body... it is the most amazing feeling... and the drug also makes you full of energy... you are completely energetic... and you can't stop talking... the effect lasts exactly one minute... you see the most amazing things... and you can't stop talking...	#FF8A65					
2108	Triggers	Freeze	Static	General	And when I say the word **freeze** your entire body freezes and locks in place. The more you try to move it, the more it locks and hardens even more. The only way your body can move is when I say which part of your body moves and in which direction. And when I tell a certain part of yours to move, it keeps moving in that same direction until I say **freeze** again. Pay attention now - **freeze**. And I want you to feel your left hand starting to rise up, feel your left hand starting to rise up into the air right now. Feel your left hand starting to rise and lift... going straight up into the air... floating, lifting... rising and rising... floating up and... **freeze**. And the more you try to move it, the harder you try, the more the hand locks tighter and tighter.	#FF8A65					
